OBJECTID,LocationID,Agency,AgencyContactName,AgencyContactPhone,AgencyContactEmail,AgencyWebsite,Address_Description,Dates_Times,Details,MapAddress,Type_Distribution,Additional_Information,Status,Long_X,Lat_Y,GlobalID,CreationDate,Creator,EditDate,Editor,,,
40,40,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Brittany Place Mobile Home Park (1735 NW Lyman Rd);,Sundays 1:00-1:30pm,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day sup""",1735 NW LYMAN RD,Meals All Ages,,Active,-95.6885969204193,39.0873223939766,7f02eb24-94d8-46b3-90e8-fcc7c1e76981,1589491058406,lee.allen,1591035799438,ljmartin.ksu,,
11,11,Diner 24,null,785-408-1211,null,null,"ask for Kids Daily Breakfast or Lunch Special"" (2134 N Kansas Ave)""",Mon-Fri 7:00am-3:00pm,Offering any children breakfast and lunch for free,2134 N KANSAS AVE,Meals 18 and Under,,Active,-95.65972551338,39.0897102337424,490c98e5-d2f8-4d69-bcf4-5b654acd65b9,1589491058406,lee.allen,1590611161127,ljmartin.ksu,,,
91,92,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Paradise Plaza (1150-1205),MON-FRI 1150-1205,Lunch Sites (Salvation Army)- Food provided by Salvation Army,1110 SE POWELL ST,Meals All Ages,,Active,-95.6486089264074,39.035880262023,e645e211-f1c4-462b-ad06-4d23360f8d01,1589491058406,lee.allen,1589560945536,lee.allen,,,
20,20,Salvation Army,Shelley Robertson,785-233-9648,shelley.robertson@usc.salvationarmy.org,https://centralusa.salvationarmy.org/topeka/,Timberlee (Ripley) Apartments,null,Free Grab and Go lunches ,341 SE Lawrence ST,Meals All Ages,,Active,-95.6557052311422,39.0506260070927,3fcd8d30-db83-4978-a006-04d718aede0f,1589491058406,lee.allen,1590694773774,ljmartin.ksu,,,
28,28,The Prosperity Academy and Community Center,null,null,null,null,2401 SE 11TH ST,Mon-Fri 11:30am-1:00pm,Free lunch; Enter through the front doors in the circle drive,2401 SE 11TH ST,Meals All Ages,,Active,-95.6459092905909,39.0357413808734,48abcfe3-2ad2-47cd-86bb-dcfc413dec00,1589491058406,lee.allen,1589560945536,lee.allen,,,
74,75,USD 501 Topeka Public Schools,Chris Wagner,785-295-3076,cwagnner@tps501.org,https://www.topekapublicschools.net/Domain/66,Quincy Elementary School (1500 NE Quincy St);,"Starts June 1, 2020,  11:00am-12:00pm",Meal Distribution Sites for grab and go meals for breakfast and lunch for students-- will have drive up pick up for meal sites,1500 NE QUINCY ST,Meals 18 and Under,,Active,-95.6608586452903,39.0753001051371,b88f3a5c-a0f7-4682-a3ce-205d00a849ed,1589491058406,lee.allen,1590596896027,ljmartin.ksu,,,
14,14,Hy-Vee,null,785-272-1763,null,https://www.hy-vee.com/stores/Detail.aspx?s=508,"2951 SW Wanamaker Rd, 66614",null,"In partnership with DoorDash, free delivery service on food purchases to customers who are 60 and older, expectant mothers, or anyone more susceptible to serious illness. Eligible customers need to use the code 'SPECIALDELIVERY' at checkout online",2951 SW WANAMAKER RD,Delivery,,Active,-95.7590333954265,39.0130991341995,4578c546-7bb1-490a-9318-4d32a7b5f952,1589491058406,lee.allen,1590680670064,ljmartin.ksu,,,
37,37,"Topeka North Outreach, Inc. ",Theresa Gartner,785-286-1370,TopekaNorthOutreach@gmail.com,https://www.topekanorthoutreach.org/,Oakland Community Center (801 NE Poplar St);,Fri 11:00am-11:30am,"Operation Backpack food sacks will be grab and go"" drive thru; will be given to children who live in N Topeka","Oakland and Surround communities (Proof of address must be shown); first come first serve; Each sack contains a 2 day supply.""",801 NE POPLAR ST,Meals 18 and Under,,Active,-95.6441353058612,39.0668623746612,3993f324-83e1-4275-b513-252360ca50a0,1589491058406,lee.allen,1590612135401,ljmartin.ksu,,
8,8,Catholic Charities Topeka Family Support Center (FSC),Kristine Hammes,785-233-6300,khammes@catholiccharitiesks.org,https://catholiccharitiesks.org/where-we-work/topeka/,234 S. Kansas Ave.,Mon/Tue/Thu 9:00-12:00; 1:00-3:30pm,Food pantry-normal operations with exception of using pre-boxed food in distribution; all classes cancelled; set up mobile food distribution,234 S KANSAS AVE,Pantry Items,,Active,-95.6709889663006,39.0560898582937,38098c6e-555a-434a-a271-3e46fe83e6be,1589491058406,lee.allen,1589560945536,lee.allen,,,
51,51,USD 345 Seaman Schools,Kaye Kabus,785-575-8650,kkabus@usd345.com,https://www.seamanschools.org/departments/food_nutrition,Seaman Middle School @11am-Noon,"Summer Feeding Site thru 07/31/2020, Mon-Fri 11:00am-11:20am",Meal Distribution site for grab and go breakfast and lunch sacks for any students,5530 NW TOPEKA BLVD,Meals 18 and Under,,Active,-95.662406125693,39.1462202850356,038fc4a2-171b-47ef-9759-8fa5c86e52b7,1589491058406,lee.allen,1590615160700,ljmartin.ksu,,,
