name,opening_hours,price_level,id,scope,rating,types,plus_code,user_ratings_total,vicinity,place_id,business_status,geometry,photos,reference,icon
Charlie's Liquor,{'open_now': True},,702adc84e36dcbf7047d2de3f4bfb5e6cfc7f3a1,GOOGLE,4.3,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '28V4+H9 Topeka, KS, United States', 'global_code': '86F628V4+H9'}",87,"1235 Southwest Huntoon Street, Topeka",ChIJAf9PY-QCv4cRQMe3kLxQyL4,OPERATIONAL,"{'location': {'lat': 39.04399, 'lng': -95.694114}, 'viewport': {'northeast': {'lat': 39.0454268302915, 'lng': -95.69276216970849}, 'southwest': {'lat': 39.0427288697085, 'lng': -95.6954601302915}}}","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104877983982700357069"">Suzy Mason</a>'], 'photo_reference': 'CmRaAAAAldIHEgly5Hh1QYM1rSuIdj_hpeQTZHQULN4udtEpguM3larH8MSSriVnt5kwZkwqBuoUruso9v87FrP-O4O9yHeIlgioSNcZvpNKXaopCXK33Z7uj2VRiuZk-D2g6kDbEhAy__hnBvsgqpi0wZFzo7ApGhT1V-mARiPVOjJTojbGNF4hVc85sg', 'width': 5312}]",ChIJAf9PY-QCv4cRQMe3kLxQyL4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Mc Neive Liquor,{'open_now': True},,bfa0b2c0ba2beebfc7f7810b1f94fa230c80cdcf,GOOGLE,4.7,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '47HJ+CP Topeka, KS, United States', 'global_code': '86F647HJ+CP'}",37,"3607 Northwest 46th Street, Topeka",ChIJPwpDjc8Bv4cRnKluw4nABes,OPERATIONAL,"{'location': {'lat': 39.128507, 'lng': -95.7181566}, 'viewport': {'northeast': {'lat': 39.1301448302915, 'lng': -95.7165630197085}, 'southwest': {'lat': 39.12744686970851, 'lng': -95.71926098029151}}}","[{'height': 1252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100179933968035324867"">Great Plains Business Services, LLC</a>'], 'photo_reference': 'CmRaAAAAub3Sfey3FIhA3DUFkAqJJxnFpbWgboGhm4k5ruFwH_Nb6e-2NfixMMRxL3J4Uppi_TWURrOCdLWG6ds9fCq-mgo7IC0CXrc23rkN7dxfdjajgpwQGD-Gejc4zjxvRXoXEhAWgeKXjz11fbknVMGbmac3GhQPAWBycOM7LU4NpnzDP03Fgn5IGg', 'width': 2264}]",ChIJPwpDjc8Bv4cRnKluw4nABes,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Bryan's Liquor,{'open_now': False},,7e6a1c8245ca8b1761652021fb65c40b903e7c11,GOOGLE,4.8,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'W54M+R9 Auburn, KS, United States', 'global_code': '86C6W54M+R9'}",23,"840 North Washington Street, Auburn",ChIJIVBh7bTmvocRwAbGsBmvE7Q,OPERATIONAL,"{'location': {'lat': 38.90701749999999, 'lng': -95.81660579999999}, 'viewport': {'northeast': {'lat': 38.90836558029149, 'lng': -95.81505236970848}, 'southwest': {'lat': 38.9056676197085, 'lng': -95.8177503302915}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110878381027147232701"">Bryan Schutte</a>'], 'photo_reference': 'CmRaAAAAg_9jPSFUVG5cADlj85AhE_3zLQ1A3Z1yoWPXSagy_Bi27ylm5AMSur-97rKjWVAbUGszfe_QSXab4-AAwt-h7gT4iuWb3U5NljWnGWcV19-_f690Z8e_C2w6LpigjOhmEhBn3EZQ7JzkUDBl0-K4nQ9WGhRK-jWIVgtO-lWLwLV0rtI3E__VnQ', 'width': 4032}]",ChIJIVBh7bTmvocRwAbGsBmvE7Q,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Rossville Liquor Store,{'open_now': False},,a90bcc7455a3c8cdfbfe2c908150970b59f55514,GOOGLE,4.1,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '42PX+66 Rossville, KS, United States', 'global_code': '86F642PX+66'}",13,"103 U.S. 24, Rossville",ChIJswJphFr2vocRFpI-vLZ3zfo,OPERATIONAL,"{'location': {'lat': 39.135623, 'lng': -95.9519399}, 'viewport': {'northeast': {'lat': 39.1370427802915, 'lng': -95.95052651970849}, 'southwest': {'lat': 39.1343448197085, 'lng': -95.9532244802915}}}",,ChIJswJphFr2vocRFpI-vLZ3zfo,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Lynn's Liquors - 17% off Wedding Reception Wine & Liquor,{'open_now': True},,fd5e825c1d275e3f82340e262699c2b12c790365,GOOGLE,3.7,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '2749+PM Topeka, KS, United States', 'global_code': '86F62749+PM'}",14,"3335 Southwest Gage Boulevard, Topeka",ChIJWycHxanivocRhquesrDknLs,OPERATIONAL,"{'location': {'lat': 39.0068699, 'lng': -95.73079469999999}, 'viewport': {'northeast': {'lat': 39.0082195302915, 'lng': -95.72918921970849}, 'southwest': {'lat': 39.0055215697085, 'lng': -95.73188718029151}}}","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116288285367492966565"">Lynn&#39;s Liquors - 17% off Wedding Reception Wine &amp; Liquor</a>'], 'photo_reference': 'CmRaAAAA9B-k20om49lWnxdi19G9IPi-xIVOn8Jug4oH89OvVVHsjlI2gNeMI2NITR-axUNwCwj2WKGyVyIEn8EQ6vJ4HXeVqh1Rd8nwpHX06M1YLv4W6bwU2_tRXxX5ahuomPW0EhAVAH09v37x2-OqPWIaiHwCGhQFB08fH3YoaxutdI7liNq0LRcGlw', 'width': 4160}]",ChIJWycHxanivocRhquesrDknLs,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Crooked Post Winery,{'open_now': False},,d64eaf2a8de95adef01fbd890678367c890c9ca0,GOOGLE,4.8,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '6GJ8+3Q Ozawkie, KS, United States', 'global_code': '86F66GJ8+3Q'}",35,"7397 K, Kansas 92, Ozawkie",ChIJ5axmGSunv4cRMNO5b6iDVU8,OPERATIONAL,"{'location': {'lat': 39.230177, 'lng': -95.48308999999999}, 'viewport': {'northeast': {'lat': 39.2317346802915, 'lng': -95.4817400697085}, 'southwest': {'lat': 39.2290367197085, 'lng': -95.48443803029151}}}","[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104133139657194314215"">Crooked Post Winery</a>'], 'photo_reference': 'CmRaAAAAKe7AR8_0HfM3wsHa8z5mSuJ_mG96ZPUPg0-ryWQW5OH5V7EFk9VhEnJpV5c3XQJYOPZEAk5HHFgLsAU2L1VpXnaRcztxlfFXQKF6d4OtZQYsvy_klhjnwMVSXZCwHfLGEhD18WY5G6CxmeA3YFLcz5s7GhQNIoCa9-oBheYtEypJ-rzKv9_C_A', 'width': 4032}]",ChIJ5axmGSunv4cRMNO5b6iDVU8,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png
Hy-Vee,{'open_now': True},2,7cd656154259ff12d6eeff906f8976a71e8797f5,GOOGLE,4.4,"['grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '267P+2F Topeka, KS, United States', 'global_code': '86F6267P+2F'}",1450,"2951 Southwest Wanamaker Road, Topeka",ChIJuWXkKC39vocRbHEpHqW1taw,OPERATIONAL,"{'location': {'lat': 39.01251500000001, 'lng': -95.76383}, 'viewport': {'northeast': {'lat': 39.0139319302915, 'lng': -95.7626757697085}, 'southwest': {'lat': 39.01123396970851, 'lng': -95.76537373029151}}}","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102796329633028041745"">Tony Elrod</a>'], 'photo_reference': 'CmRaAAAAGbUScgRMV_u-elhQ9yPwkCcrC1cvJMTgGA1okXMZd8k2Kyt75Q9TOGvWPq_rjOV4D1HGSWPBpRS2kukDgppBSGN347OE8Kuh7YCSwX2dGQHPggK0yGPqEsXpY-Z21RwtEhBge4rC3yCMD5fipAOE0dEAGhQrlGc5JZUDO7q6MoZMYau_260OdQ', 'width': 1920}]",ChIJuWXkKC39vocRbHEpHqW1taw,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Micro Liquor,{'open_now': True},,4ea3992f537c6a552c3ada8f84ef713259abc986,GOOGLE,4.6,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XPC8+8X Lawrence, KS, United States', 'global_code': '86C6XPC8+8X'}",42,"601 Kasold Drive b105, Lawrence",ChIJ20XQ9NFuv4cRhxtMmleBsw0,OPERATIONAL,"{'location': {'lat': 38.9707643, 'lng': -95.28251709999999}, 'viewport': {'northeast': {'lat': 38.9722028802915, 'lng': -95.28116976970848}, 'southwest': {'lat': 38.9695049197085, 'lng': -95.2838677302915}}}","[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111035241557356032039"">Micro Liquor</a>'], 'photo_reference': 'CmRaAAAA3rfkw9lP7J51ux_CM76wxx2Kq4WgJZ_ZgSbv25FLdYf9keC4imb3XW4jfJBUPPXU-d8_tkIr0-uaVjGG68nIZlA_cwictTt6i22Y6Ta6hvRjfLaBFiVEXLELtj5m1uOMEhBhmSkegtTvbYY6b6hAUXLDGhS_W9VZ9tKWN4016pcur93ArqJ58g', 'width': 960}]",ChIJ20XQ9NFuv4cRhxtMmleBsw0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Everest Liquors,{'open_now': True},,a6a7641c9af52952049fcb25b07f9d72309f7dd2,GOOGLE,5,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XP5C+7P Lawrence, KS, United States', 'global_code': '86C6XP5C+7P'}",6,"1410 Kasold Drive #21, Lawrence",ChIJB9Csw9Fuv4cRs17QueyDCN0,OPERATIONAL,"{'location': {'lat': 38.9582269, 'lng': -95.2781845}, 'viewport': {'northeast': {'lat': 38.9595759302915, 'lng': -95.2768839197085}, 'southwest': {'lat': 38.9568779697085, 'lng': -95.2795818802915}}}","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110966979425860743485"">Shea Visser</a>'], 'photo_reference': 'CmRaAAAACTOgGusw5j5hMIXAg3DyAnDOi-jfzewa2w0vrMuQxMSHnxMTBls_ZzsbXnY0MIRKTxeSTAskR6t9hE6cFlFXpUEzvP_BmiFLTm7IzslAjFqYufCis8Aex4j6whcFqbgbEhCfPs1sjshYjJaHrCG-pTKfGhQLZ_IJp0dCzAWuI-Ucaw77yzE-lg', 'width': 3024}]",ChIJB9Csw9Fuv4cRs17QueyDCN0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Hy-Vee,{'open_now': True},2,7561b9df26a51bb201df6760b829056719fd0a7b,GOOGLE,4.3,"['grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'WPV9+MM Lawrence, KS, United States', 'global_code': '86C6WPV9+MM'}",956,"3504 Clinton Parkway, Lawrence",ChIJ7UextDFpv4cREbkBykWJwjQ,OPERATIONAL,"{'location': {'lat': 38.944172, 'lng': -95.28084899999999}, 'viewport': {'northeast': {'lat': 38.94543898029151, 'lng': -95.27946816970848}, 'southwest': {'lat': 38.94274101970851, 'lng': -95.28216613029149}}}","[{'height': 2257, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101168875175238893957"">Adam C Johnson</a>'], 'photo_reference': 'CmRaAAAArH9Gy4ZvRRufG50Md81ipbKOur4xAUDDpA6eE5gdDnj6ozzG3No9RevcKcfHvd5ruISyM9h52gmZanm2P0e1qcK31deSDeIyKJliSpg86nmmxpzmAA8Ej1dWeVoUc5mvEhDfK0obmDoNPp5QiHEppakxGhTxYN5sNeDwu9nquyAx4tCm57entw', 'width': 3240}]",ChIJ7UextDFpv4cREbkBykWJwjQ,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Cheers Liquors,{'open_now': True},,d8a82bc363916d439d38ddb001f69eb3cb2b2653,GOOGLE,4.5,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XPFX+C7 Lawrence, KS, United States', 'global_code': '86C6XPFX+C7'}",10,"1414 West 6th Street, Lawrence",ChIJb3jTGz5vv4cRHmiL2GqpZzM,OPERATIONAL,"{'location': {'lat': 38.973609, 'lng': -95.25175999999999}, 'viewport': {'northeast': {'lat': 38.9749593802915, 'lng': -95.25036871970849}, 'southwest': {'lat': 38.9722614197085, 'lng': -95.2530666802915}}}","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105361238438566856073"">Cheers Liquor</a>'], 'photo_reference': 'CmRaAAAAYM6hr4yeFt26hiLTnR3oklAivDVEOdr2Cb91wRFb4r--q-emNn-vNsfRX-DItZFAypy0F3gpbU3ntlp-aniNMKzLiMaANEtUyT_FUM9OH3ep3d8UxLk-c4x9Yb9V8L6FEhDBrNar2vEgipp0wTdg_mXHGhQ4gko4litLPF8TiOg-cRyY0yb8bQ', 'width': 3264}]",ChIJb3jTGz5vv4cRHmiL2GqpZzM,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Brookwood Retail Liquor,{'open_now': True},,5e4e354e096356b712ac96454079c58f85e66505,GOOGLE,4.4,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': '277M+VQ Topeka, KS, United States', 'global_code': '86F6277M+VQ'}",14,"2900 Southwest Oakley Avenue # D, Topeka",ChIJldmyUEsdv4cRBUqSdi1mevs,OPERATIONAL,"{'location': {'lat': 39.0146914, 'lng': -95.71553929999999}, 'viewport': {'northeast': {'lat': 39.0160449302915, 'lng': -95.71410806970849}, 'southwest': {'lat': 39.0133469697085, 'lng': -95.7168060302915}}}",,ChIJldmyUEsdv4cRBUqSdi1mevs,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Alvin's Wine & Spirits,{'open_now': True},,944c754177764e527acc7b428e2da08c29b2f205,GOOGLE,3.8,"['liquor_store', 'bar', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XPF6+22 Lawrence, KS, United States', 'global_code': '86C6XPF6+22'}",59,"4000 West 6th Street, Lawrence",ChIJ8RJqU5Vuv4cRuBIoxhv8Oac,OPERATIONAL,"{'location': {'lat': 38.9725948, 'lng': -95.28999909999999}, 'viewport': {'northeast': {'lat': 38.9739024802915, 'lng': -95.2886505197085}, 'southwest': {'lat': 38.9712045197085, 'lng': -95.2913484802915}}}","[{'height': 1686, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101547982187272467735"">Scott Lakeside</a>'], 'photo_reference': 'CmRaAAAAPOzVw3jFBJObBIMfSmeheZ_vXXTm7zHTQgqkJQKdeLwiNfBabNerzkH6kKugRLzbm7Q84J7pm1YMrzLoYzyk9dHyVH1CGsLc3GsikL9qZ7_bV4j6IcGTPOGjYmGVSwp0EhA4yzzVNS2EAeWO_eguoaHEGhRFXYZ6-Rs5xVY8KiKPB8VQEf8haQ', 'width': 2738}]",ChIJ8RJqU5Vuv4cRuBIoxhv8Oac,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Lakeside Wine & Spirits,{'open_now': True},,2cb70c69edd1ec64c378f5f589aced9947054855,GOOGLE,4.5,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '297Q+J3 Topeka, KS, United States', 'global_code': '86F6297Q+J3'}",45,"3627 Southeast 29th Street # 104, Topeka",ChIJv6G-by4bv4cRtJrpBCahZ-s,OPERATIONAL,"{'location': {'lat': 39.0141017, 'lng': -95.6122585}, 'viewport': {'northeast': {'lat': 39.0155084302915, 'lng': -95.61123501970849}, 'southwest': {'lat': 39.0128104697085, 'lng': -95.6139329802915}}}","[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100048919626300967221"">Donna Rae Pearson</a>'], 'photo_reference': 'CmRaAAAAwY53fm6zk7EII_TcIfRBZObd_pduMODQ7FUp_OujpIg6PVWoG_ImDlInBZ32pcH6AeslxM59rEVT0TVj4vqQCnwjJ7ORkDEVSc0SLbKtyY82FIoJghi30WlcQ4FgZU54EhC1NWa98sIqAaZzDfRr_K0CGhR7dXCvw-ZNot4hJ3pjA0h3PAq8Vw', 'width': 3456}]",ChIJv6G-by4bv4cRtJrpBCahZ-s,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Devlins Wine & Spirits,{'open_now': True},,8a9f4252d605e783ae4ed6de26cc5d9b3250358c,GOOGLE,4.7,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27HC+J8 Topeka, KS, United States', 'global_code': '86F627HC+J8'}",171,"4301 Southwest 21st Street #103, Topeka",ChIJV-1bTqcCv4cRqvUbkSvAWMs,OPERATIONAL,"{'location': {'lat': 39.0290152, 'lng': -95.7291836}, 'viewport': {'northeast': {'lat': 39.0304775802915, 'lng': -95.72773656970848}, 'southwest': {'lat': 39.0277796197085, 'lng': -95.7304345302915}}}","[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103740961844594929960"">Josie Begs</a>'], 'photo_reference': 'CmRaAAAAH6E17JdoSJUQpzoGPJTOwXNCfO8aXkhYgd6SdihzeqIV-c7U-A51nvKgEznXHD5ps13bOrtq8IjrxZXKOsiKr2EZIlDTV4-P-NrXWATtic-y4y-ky8blQhm3SUxBnU2lEhAd47exA6BTns3zStknJENVGhTLlvgC2hH4OFLakHSoN4_62Q4z4g', 'width': 720}]",ChIJV-1bTqcCv4cRqvUbkSvAWMs,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
City Wine Market,{'open_now': False},,528a7202d8699f5e117e04a6b3495f6963061c13,GOOGLE,4.8,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'XMCV+2M Lawrence, KS, United States', 'global_code': '86C6XMCV+2M'}",23,"4821 West 6th Street suite n, Lawrence",ChIJh-tFGKJuv4cRwASrkg0NFNc,OPERATIONAL,"{'location': {'lat': 38.9700158, 'lng': -95.305758}, 'viewport': {'northeast': {'lat': 38.9712621802915, 'lng': -95.30440866970848}, 'southwest': {'lat': 38.9685642197085, 'lng': -95.3071066302915}}}","[{'height': 2229, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104563921440699521679"">Sean Passmore</a>'], 'photo_reference': 'CmRaAAAAF25ZLktp7f6j0-kiDT83HKohxysgBqspv-cdXUHGAK4egvIzB-t-Ppr6XUUtQJrGqO04OIJyuUcmPHjulPCk53P3j2SSlb3wtxrNxFttRFG4RYDUk7vKKnBv2tJSR8oGEhD86xb8p009TFOCtYlotsqkGhR-VoLex72oQ0LBtLKa9fpgvSQIFQ', 'width': 1563}]",ChIJh-tFGKJuv4cRwASrkg0NFNc,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Jacs Liquor,{'open_now': True},,b20f2dc66fb21986efa5e1905bfa4fe107d6f859,GOOGLE,4.5,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '27H4+V8 Topeka, KS, United States', 'global_code': '86F627H4+V8'}",219,"5200 Southwest 21st Street, Topeka",ChIJbUWZkUP9vocRnfAalXF4INE,OPERATIONAL,"{'location': {'lat': 39.029705, 'lng': -95.74416099999999}, 'viewport': {'northeast': {'lat': 39.03082913029149, 'lng': -95.7428074197085}, 'southwest': {'lat': 39.0281311697085, 'lng': -95.7455053802915}}}","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114527821840141541132"">Caitlin Bieker</a>'], 'photo_reference': 'CmRaAAAA6dQTCg4J5ntEz6WOVduFQ0BYXIadDpYZGHO5aOspr8H_ftHO6mh_b7Z_lO6V1uQKmEec1KcvVztpZ5wxh_dW6w0ZLV4o-hj6T42yg3WA16CSppfUkAoKuaxT-vrKAZJQEhDhlAzLsEAftbTuQjgCrIGwGhTNIBlPppMMgN2UE1M1DDJIwWfLLw', 'width': 3264}]",ChIJbUWZkUP9vocRnfAalXF4INE,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Reeb's Retail Liquor,{'open_now': True},,9246144a57640bb10ba81f1c48ebc5da33b3d7c1,GOOGLE,4.3,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '3734+4G Topeka, KS, United States', 'global_code': '86F63734+4G'}",40,"901 Southwest Fairlawn Road, Topeka",ChIJpxvTUHb9vocRSQD4_ofDMY4,OPERATIONAL,"{'location': {'lat': 39.0527563, 'lng': -95.7437236}, 'viewport': {'northeast': {'lat': 39.0541044302915, 'lng': -95.7422803697085}, 'southwest': {'lat': 39.0514064697085, 'lng': -95.7449783302915}}}","[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105271186248217337290"">Andy Jones</a>'], 'photo_reference': 'CmRaAAAAGu4fzt2z8RSMD7KEflRfqzwM5Uo0RQ66vMjzcgcf7cPpUVsqT1pUmuyjQt0y2Xns5RK_Hmp1T8unxou-ecotsi1_h4N-woWuO3JP1BUC915mOAi6x0A6iooX1LKpHojqEhBmoYAREO3C8a7M6cys5z1sGhQfYLSgoVxT_-uPWoDoLKQJOvCKBQ', 'width': 2592}]",ChIJpxvTUHb9vocRSQD4_ofDMY4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Patty's Retail Liquor,{'open_now': True},,6d3895a847ec8f3b4ea6068534f2116f263636a3,GOOGLE,3.6,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '2825+35 Topeka, KS, United States', 'global_code': '86F62825+35'}",25,"3705 Southwest Plaza Drive, Topeka",ChIJ4RJKzCYdv4cReCZGWiON7AM,OPERATIONAL,"{'location': {'lat': 39.0002032, 'lng': -95.69200359999999}, 'viewport': {'northeast': {'lat': 39.0015534802915, 'lng': -95.69031651970849}, 'southwest': {'lat': 38.9988555197085, 'lng': -95.69301448029151}}}",,ChIJ4RJKzCYdv4cReCZGWiON7AM,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Vern's Retail Liquor,{'open_now': True},,f61d479bdaf972dbc225255f0bf2c2f6433c5a27,GOOGLE,4.7,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'X7XC+X6 Topeka, KS, United States', 'global_code': '86C6X7XC+X6'}",180,"3700 Southwest Gage Boulevard, Topeka",ChIJed_QfKfivocR7NNDO3znOaA,OPERATIONAL,"{'location': {'lat': 38.9999049, 'lng': -95.72948699999999}, 'viewport': {'northeast': {'lat': 39.0012494302915, 'lng': -95.72848741970849}, 'southwest': {'lat': 38.9985514697085, 'lng': -95.73118538029149}}}","[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102427179768752367603"">Melissa Burger</a>'], 'photo_reference': 'CmRaAAAAHkLy-MuPTux_qdy-_82mnhzsxM4GNt2mCgDHp9ls-XLE32v6UPdey-anUOCllAcUff1DzmVElRkwAhWplcX06Cl1d1v4aNEqTJ22byA260kTIOLgmKv9FRGP493kOasYEhBLhLlY4MquXGTEuLhApMFfGhSuu7-ifgldAsG7-TgZuuJdjt2vQQ', 'width': 1836}]",ChIJed_QfKfivocR7NNDO3znOaA,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Charlie's Liquor,{'open_now': True},,702adc84e36dcbf7047d2de3f4bfb5e6cfc7f3a1,GOOGLE,4.3,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '28V4+H9 Topeka, KS, United States', 'global_code': '86F628V4+H9'}",87,"1235 Southwest Huntoon Street, Topeka",ChIJAf9PY-QCv4cRQMe3kLxQyL4,OPERATIONAL,"{'location': {'lat': 39.04399, 'lng': -95.694114}, 'viewport': {'northeast': {'lat': 39.0454268302915, 'lng': -95.69276216970849}, 'southwest': {'lat': 39.0427288697085, 'lng': -95.6954601302915}}}","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104877983982700357069"">Suzy Mason</a>'], 'photo_reference': 'CmRaAAAATRpo3tRXd0bGs9eXVOC4DE-haRnAGxLpkrPjKGF5C9Uzv7n9i46YbPr_Unb3MsZCkOGx5wPN9Zld39Ca9AJ_vfRzgsvQhpoiIMrfyI71Y9MaaM2f6UmqxT1I85tXMWrREhBveYod2unZDWHws7ZMT7_jGhSds5uUNhfVyZwYr_gRnXqM8FY7Fg', 'width': 5312}]",ChIJAf9PY-QCv4cRQMe3kLxQyL4,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Mc Neive Liquor,{'open_now': True},,bfa0b2c0ba2beebfc7f7810b1f94fa230c80cdcf,GOOGLE,4.7,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '47HJ+CP Topeka, KS, United States', 'global_code': '86F647HJ+CP'}",37,"3607 Northwest 46th Street, Topeka",ChIJPwpDjc8Bv4cRnKluw4nABes,OPERATIONAL,"{'location': {'lat': 39.128507, 'lng': -95.7181566}, 'viewport': {'northeast': {'lat': 39.1301448302915, 'lng': -95.7165630197085}, 'southwest': {'lat': 39.12744686970851, 'lng': -95.71926098029151}}}","[{'height': 1252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100179933968035324867"">Great Plains Business Services, LLC</a>'], 'photo_reference': 'CmRaAAAAFOgcfINX-0soCYdGse6J_CKbbGXOHorv-l7PWz3mqspAyctw3HeSWH0HVaGCUPUwl5Cu-y2rv4uKOqcpRsI4RG1EurexPnbj8n14jYuCWHtnn2MEMs_YdCvMffuTlNgQEhC-yyZEUapPannnudPo4kgYGhR73gfhVUB2qvf0VXEXvSKlL5JhdQ', 'width': 2264}]",ChIJPwpDjc8Bv4cRnKluw4nABes,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Bryan's Liquor,{'open_now': False},,7e6a1c8245ca8b1761652021fb65c40b903e7c11,GOOGLE,4.8,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': 'W54M+R9 Auburn, KS, United States', 'global_code': '86C6W54M+R9'}",23,"840 North Washington Street, Auburn",ChIJIVBh7bTmvocRwAbGsBmvE7Q,OPERATIONAL,"{'location': {'lat': 38.90701749999999, 'lng': -95.81660579999999}, 'viewport': {'northeast': {'lat': 38.90836558029149, 'lng': -95.81505236970848}, 'southwest': {'lat': 38.9056676197085, 'lng': -95.8177503302915}}}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110878381027147232701"">Bryan Schutte</a>'], 'photo_reference': 'CmRaAAAAlFjSkmfRMmdHgFul3WXLwFJL9JkWGNO6Tu1apfAlPQVeGu2pu5GEXe6NRS-DsR7bf2WN5KLQ3AW99Xpa7Lhk8Qbwy_se1GmzpcJQacWYRCDNEWajD-iO8hV9nyz5vqdNEhBZOI91JBqdo38RYv6szdwGGhRT5Nzkd1V_y-0DB6BgQ6K0r5c_2Q', 'width': 4032}]",ChIJIVBh7bTmvocRwAbGsBmvE7Q,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
Rossville Liquor Store,{'open_now': False},,a90bcc7455a3c8cdfbfe2c908150970b59f55514,GOOGLE,4.1,"['liquor_store', 'point_of_interest', 'store', 'establishment']","{'compound_code': '42PX+66 Rossville, KS, United States', 'global_code': '86F642PX+66'}",13,"103 U.S. 24, Rossville",ChIJswJphFr2vocRFpI-vLZ3zfo,OPERATIONAL,"{'location': {'lat': 39.135623, 'lng': -95.9519399}, 'viewport': {'northeast': {'lat': 39.1370427802915, 'lng': -95.95052651970849}, 'southwest': {'lat': 39.1343448197085, 'lng': -95.9532244802915}}}",,ChIJswJphFr2vocRFpI-vLZ3zfo,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
